Card ID,Card Name,Card URL,Card Description,Labels,Members,Due Date,Attachment Count,Attachment Links,Checklist Item Total Count,Checklist Item Completed Count,Vote Count,Comment Count,Last Activity Date,List ID,List Name,Board ID,Board Name,Archived
6298f2705babf86fa23989d6,Thiết kế các module,https://trello.com/c/PtfEo3AU/17-thi%E1%BA%BFt-k%E1%BA%BF-c%C3%A1c-module,"Thiết kế các module, xác định các chức năng và bắt đầu thực hiện từng chức năng
",Hoàn thành (green),,2022-05-10T11:00:00.000Z,0,,0,0,0,0,2022-06-02T17:43:28.704Z,62937f0b2721ec024ae3da65,MODULE THỐNG KÊ SẢN PHẨM,62937f0b2721ec024ae3da62,Quản trị dự án,false
6298f277c087c30207636d71,Xây dựng code,https://trello.com/c/OgYSLwvC/18-x%C3%A2y-d%E1%BB%B1ng-code,"Xác định các chức năng của từng module,
Code các chức năng của từng module một sau đó liên kết giữa các module
",Hoàn thành (green),,2022-05-18T11:00:00.000Z,0,,0,0,0,0,2022-06-02T17:44:27.325Z,62937f0b2721ec024ae3da65,MODULE THỐNG KÊ SẢN PHẨM,62937f0b2721ec024ae3da62,Quản trị dự án,false
6298f27c80977d31251a9434,Cài đặt các module,https://trello.com/c/UQDvoCg7/19-c%C3%A0i-%C4%91%E1%BA%B7t-c%C3%A1c-module,"Cài đặt các module đúng với từng giao diện của các module đó và phải có sự liên kết giữa , tương tác giữa các module",Hoàn thành (green),,2022-05-24T11:00:00.000Z,0,,0,0,0,0,2022-06-02T17:45:37.773Z,62937f0b2721ec024ae3da65,MODULE THỐNG KÊ SẢN PHẨM,62937f0b2721ec024ae3da62,Quản trị dự án,false
6298f2851e0fb649e9378ce6,Kiểm thử cho module,https://trello.com/c/yRTU2GBH/20-ki%E1%BB%83m-th%E1%BB%AD-cho-module,"Sau khi cài đặt các module song, sẽ tiến hành chạy thử kiểm tra sự hoạt động của các chức năng cũng như của từng module",Hoàn thành (green),,2022-05-25T11:00:00.000Z,0,,0,0,0,0,2022-06-02T17:46:33.022Z,62937f0b2721ec024ae3da65,MODULE THỐNG KÊ SẢN PHẨM,62937f0b2721ec024ae3da62,Quản trị dự án,false
6298f2894e6d943e968afb33,Viết báo cáo,https://trello.com/c/5gCTMYaA/21-vi%E1%BA%BFt-b%C3%A1o-c%C3%A1o,"Viết báo cáo chi tiết các hoạt động đã làm: phân tích , thiết kế phần mềm ...",Hoàn thành (green),,2022-05-26T11:00:00.000Z,0,,0,0,0,0,2022-06-02T17:47:07.528Z,62937f0b2721ec024ae3da65,MODULE THỐNG KÊ SẢN PHẨM,62937f0b2721ec024ae3da62,Quản trị dự án,false
6298e3d4cdfa345ad8b75db6,Tích hợp các Module đã thiết kế,https://trello.com/c/3N9orGpG/8-t%C3%ADch-h%E1%BB%A3p-c%C3%A1c-module-%C4%91%C3%A3-thi%E1%BA%BFt-k%E1%BA%BF,"Liên kết các bảng cơ sở dữ liệu, liên kết các bảng,các chức năng có liên quan đến nhau sao cho liền mạch có sự liên kết.",Hoàn thành (green),,2022-05-26T02:00:00.000Z,0,,0,0,0,0,2022-06-02T17:04:00.516Z,6298e357978ed95be6539786,TÍCH HỢP VÀ HOÀN THÀNH SẢN PHẨM,62937f0b2721ec024ae3da62,Quản trị dự án,false
6298e3dc8588e55b03f28fa8,Kiểm thử phần mềm,https://trello.com/c/H0tPhI9B/9-ki%E1%BB%83m-th%E1%BB%AD-ph%E1%BA%A7n-m%E1%BB%81m,"Chạy toàn bộ các chức năng của phần mềm, nếu có lỗi ở chức năng nào đó thì sẽ sửa lỗi.
Trong quá trình kiểm thử có thể chỉnh sửa giao diện sao cho dễ nhìn, dễ sử dụng và trong đẹp hơn.
",Hoàn thành (green),,2022-05-27T02:00:00.000Z,0,,0,0,0,0,2022-06-02T17:04:15.151Z,6298e357978ed95be6539786,TÍCH HỢP VÀ HOÀN THÀNH SẢN PHẨM,62937f0b2721ec024ae3da62,Quản trị dự án,false
6298e3df6c4e0f56956fe031,Fix code,https://trello.com/c/Lq67I6hR/10-fix-code,"Kiểm tra chạy thử phần mềm .
Chạy thử các chức năng của phần mềm, nếu gặp lỗi thì fix lỗi trước khi bàn giao cho khách hàng.
Trong quá trình khách hàng sử dụng nếu nhận được yêu cầu từ khách hàng thì sẽ đến tìm hiểu và fix lỗi.",Đang thực hiện (yellow),,2022-05-29T02:00:00.000Z,0,,0,0,0,0,2022-06-02T16:58:03.679Z,6298e357978ed95be6539786,TÍCH HỢP VÀ HOÀN THÀNH SẢN PHẨM,62937f0b2721ec024ae3da62,Quản trị dự án,false
6298e3af07f3f66513201a6c,Viết hướng dẫn sử dụng,https://trello.com/c/zQlRuaAx/5-vi%E1%BA%BFt-h%C6%B0%E1%BB%9Bng-d%E1%BA%ABn-s%E1%BB%AD-d%E1%BB%A5ng,"Viết hướng dẫn sử dụng phần mềm chi tiết sau đó rồi gửi 1 bản qua mail cho khách hàng và 1 bản in khi cài đặt phần mềm cho cửa hàng song.
Hướng dẫn sử dụng sẽ mô tả chi tiết phần mềm, từng chức năng và cách sử dụng.",Hoàn thành (green),,2022-05-29T02:00:00.000Z,0,,3,3,0,0,2022-06-02T16:50:12.180Z,6298e39b5a313930992a39fc,ĐÓNG GÓI PHẦN MỀM,62937f0b2721ec024ae3da62,Quản trị dự án,false
6298e3ba46b3cd32e44a6f75,Lên kế hoạch bảo trì phần mềm,https://trello.com/c/lnyPieb0/6-l%C3%AAn-k%E1%BA%BF-ho%E1%BA%A1ch-b%E1%BA%A3o-tr%C3%AC-ph%E1%BA%A7n-m%E1%BB%81m,"Xác định các mốc thời gian bảo trì phần mềm
Lên kế hoạch cho những lần bảo trì: 
+ 15 ngày sau khi cài đặt phần mềm: kiểm tra hoạt động, fix lỗi nếu có
+ 3 tháng 1 lần kiểm tra bảo trì phần mềm 1 lần: kiểm tra hoạt động, fix lỗi nếu có",Đang thực hiện (yellow),,2022-05-30T02:00:00.000Z,0,,3,0,0,0,2022-06-02T16:51:10.120Z,6298e39b5a313930992a39fc,ĐÓNG GÓI PHẦN MỀM,62937f0b2721ec024ae3da62,Quản trị dự án,false
6298e3c26f52d67a35963e77,Kết thúc dự án,https://trello.com/c/cpddNXqE/7-k%E1%BA%BFt-th%C3%BAc-d%E1%BB%B1-%C3%A1n,"Bàn giao phần mềm cho khách hàng
Thống kê tính toán chi phí ,...",Hoàn thành (green),,2022-05-31T02:00:00.000Z,0,,0,0,0,0,2022-06-02T16:54:56.029Z,6298e39b5a313930992a39fc,ĐÓNG GÓI PHẦN MỀM,62937f0b2721ec024ae3da62,Quản trị dự án,false
